time_sec,dominant_frequency_hz,mean_db_all_band,mean_db_80_300hz
5.717333333333333,914.0625,-33.22884,-21.596731
5.728,1007.8125,-33.00041,-19.281534
5.738666666666667,1007.8125,-32.54557,-19.224564
5.749333333333333,1031.25,-32.191418,-20.774252
5.76,984.375,-31.884436,-22.375679
5.770666666666667,960.9375,-31.569645,-20.221773
5.781333333333333,890.625,-31.55774,-24.031746
5.792,890.625,-30.424356,-19.730003
5.802666666666667,867.1875,-28.357489,-16.26915
5.8133333333333335,984.375,-24.366102,-15.263641
5.824,679.6875,-22.878614,-11.442735
5.834666666666666,750.0,-24.398594,-12.901202
5.8453333333333335,750.0,-23.820631,-13.575039
5.856,703.125,-23.04534,-15.59344
5.866666666666666,750.0,-21.677961,-15.960278
5.8773333333333335,1007.8125,-21.973495,-12.673158
5.888,750.0,-21.603277,-12.52534
5.898666666666666,750.0,-20.378546,-14.322109
5.9093333333333335,773.4375,-20.217846,-15.012166
5.92,867.1875,-20.348913,-17.008385
5.930666666666666,843.75,-20.219479,-15.806102
5.941333333333334,843.75,-20.174541,-15.19891
5.952,914.0625,-20.213049,-15.393533
5.962666666666666,890.625,-20.113781,-14.628379
5.973333333333334,2320.3125,-20.139217,-14.839571
5.984,726.5625,-20.096327,-16.90498
5.994666666666666,703.125,-19.54835,-13.953852
6.005333333333334,820.3125,-19.652191,-12.095427
6.016,796.875,-19.321049,-9.338164
6.026666666666666,773.4375,-18.804207,-7.714991
6.037333333333334,867.1875,-19.137352,-9.412007
6.048,2320.3125,-18.914253,-7.745551
6.058666666666666,2320.3125,-18.883394,-8.4593725
6.069333333333334,2320.3125,-18.907772,-7.247502
6.08,843.75,-18.266678,-6.4929347
6.0906666666666665,843.75,-18.168835,-4.907299
6.101333333333334,820.3125,-17.968332,-4.764102
6.112,773.4375,-17.392479,-3.5731778
6.1226666666666665,773.4375,-17.278292,-3.010794
6.133333333333334,773.4375,-17.006193,-6.19079
6.144,796.875,-16.086273,-5.6700854
6.1546666666666665,914.0625,-16.907663,-2.4307165
6.165333333333334,937.5,-16.866714,-2.4887667
6.176,937.5,-16.324558,-2.0802639
6.1866666666666665,914.0625,-16.29936,-1.0318823
6.197333333333333,679.6875,-15.7402,0.20241022
